token_address,receiver,amount
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x10752ae123f8f65ee7609b336c77bb941c584bba,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x2167e76c32441c4fe1dcbfb1edf0ba2e6d1cd024,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x4abc33cf81e0d21f42168d044f7002edd6b80b09,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x3e7dd7df9c1ffd12b8ecd94a27472bdc4d87ab7e,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x6d0bbe84eba47434a0004fc65797b87ef1c913b7,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0xd6ab15700f2fc1b31f293a32c502bde51cc532a3,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x53c40473dcdfd927c4201ccfe24e314a7d7c3584,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0xc84350bce9259d11f7518564520c9d3d6dde3871,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x1f3e2ab8fe0c6e1f47acdcaa0b3b9db4044f7909,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x4bad2833c44424423518194f07c4917be28d7363,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x3f6e4667fec54733fb3b15993b9ce96b69b65cb3,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0xc7c10871096b36b036e41d45d15b32b0cc74b806,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0xdc5f91d10d37f93ffcb36189dbd61310f33db76a,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x8061199a31983a077e691c08b2263a4cf5c24093,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x53d8edf6a54239eb785ec72213919fb6b6b73598,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x0fd492cb2440074b9b5f16dd008a972c55c60a49,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x1fafb618033fb07d3a99704a47451971976cb586,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0xcf4ff1e03830d692f52eb094c52a5a6a2181ab3f,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0xabe780bdc3872b4dec16bd44b2bb999f9151ae28,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x59cea9c7245276c06062d2fe3f79ee21fc70b53c,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x1991059f78026d50739100d5eeda2723f8d9dd52,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x79ad42161a55840d1327c39d7b47d12d6cc4c68a,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x647c920102f251da87fb4d21aea5a322358f2721,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0xb5c46131b4d8d13e4c0e476b9a2ea5b43945891e,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0xc38899d01dc59a92e38cbe5feec9fadd0eb063b9,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0xdaf584854eaefd27000ef3bfff4407bd3115a7ba,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0xe26edca05417a65819295c49fc67272ab247d791,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x0c6ac3fcea667fd6c62483ce1dbbce6f6ce0fb1f,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x0ece7c1bfc9543b2cbea8f5577d02e5f59a9f176,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x07e9d06db58a77407db95d93fbe1275a46f97463,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0xcae1b304a284c700d93c861ceebce054d837dbf3,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0xfca2aaeb27a75ea21ee57879242b7de7247a3f04,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0xf116569b3f888d639372a5485685a6d8ee28a593,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x5275817b74021e97c980e95ede6bbac0d0d6f3a2,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x3812364136fe59a5db130666925be092050bd8ba,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x9b54264d7502f80163ea949038aad771eae67e38,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x25e6f3e429ab5e859d8fb63d40b1215ea31e9a5a,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0xe0ee80f8546ce8ab232f000afcc61e4ebeb4d14e,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x720b304e1f7f2ac7d1e60b03289b13a8a764f315,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x70ed0e7db53c021e46732d18e620d763ceef888f,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x1f0609168f8c955e914d89a19ffbb2859aee6d90,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0xa678abb7fa735b6a42c78214d6b150849c9570c4,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x24d734a75166e66000c8d7f12a173e41358e3cc1,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0xebaccaccd4225c0a46c57fe7d9176fd9c1ab9070,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x97944e369a1af4040816f157134edca8e9f82ecd,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0xd5404f9caf329b50a13c3de5ef6ecc39ab2d7571,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x01a0f8f364c2fec07cfcdebd2980da3f950d0410,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0xe107a20ce3836329a3c310e9a2da812cfb177f72,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x0e61dae710688c22d8f6d0c3fdd1735d27ddff8f,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0xd59e99927018b995ee9ad6b9003677f1e7393f8a,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0xd3fe68d8b606205eddce2d9a6e5839e82ecb24eb,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0xe024d0f8b612fa88d5678e279ea236403868f1f6,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0xbcff81420d024627edd07ab9468aff7881805d57,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x961eed3b7d4b7c261ee5b023e5f857af5af1e700,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0xd87ecc6c74f486b044824a222326a96f696fcfa2,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x794783dcfcac8c1944727057a3208d8f8bb91506,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x465b357bbac5f6f3bc78669db6980f9eaa21d0c2,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0xfdbbfb0fe2986672af97eca0e797d76a0bbf35c9,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0xcf0afa96743819d52515bff99635a7978f2a856f,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0xd50f649a2c9fd7ae88c223da80e985d71de45593,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x26fcbd3afebbe28d0a8684f790c48368d21665b5,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x7bfee91193d9df2ac0bfe90191d40f23c773c060,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x2649bb086552825ced34545388dbc40f6c51fea0,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x1d8d739912aae17819618e6e33580284c16785a9,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0xa25a9b7c73158b3b34215925796ce6aa8100c13a,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x1447b49b636cb1fa24281efcd66aaac44188e3bc,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x6b9dfc960299166df15ab8a85f054c69e2be2353,10
0x3472A5A71965499acd81997a54BBA8D852C6E53d,0x53461e4fddcc1385f1256ae24ce3505be664f249,10
